Trx Number/ Cross Ref,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Bill-to Customer,__amount_target_col__,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Batch Name,Bill-to Customer Site,Due Date,Primary Salesperson,Po Number,Bill-to Customer Account Number,Document Number
245632,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,207,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,693720,3377,1.510000015e+11
244386,Conversion,Invoice,Invoice,Yes,Complete,STEELE MECHANICAL,38130,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34315,2026-03-13 00:00:00,Dorse House Account,Sound Insulation Court Ap,3387,1.510000003e+11
243801-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,2951,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-13 00:00:00,Dorse House Account,32064,4289,1.510000008e+11
244151,Conversion,Invoice,Invoice,Yes,Complete,AIR DESIGN,1465,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2425,2026-03-13 00:00:00,Dorse House Account,Missoula FSD/Fans,3583,1.510000003e+11
243506,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,939.12,USD,2025-12-31 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-01-30 00:00:00,Dorse House Account,2333-2720,3557,1.510000015e+11
243608,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,9605,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-02-28 00:00:00,Dorse House Account,31969,4289,1.510000015e+11
245449,Conversion,Invoice,Invoice,Yes,Complete,MACKIN & LITTLE,231.2,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4377,2026-03-14 00:00:00,Dorse House Account,TFT002#19,3527,1.510000005e+11
244598,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,3086.66,USD,2026-01-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-01 00:00:00,Dorse House Account,26026068,3442,1.510000004e+11
245499,Conversion,Invoice,Invoice,Yes,Complete,ENVIROMECH,1162,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3007,2026-03-22 00:00:00,Dorse House Account,26-001-RM,3868,1.510000006e+11
245228-1,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,1219,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-20 00:00:00,Dorse House Account,54347-9897,4010,1.510000009e+11
244749,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,2054.97,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-04 00:00:00,Dorse House Account,689478,3377,1.51000001e+11
243788,Conversion,Invoice,Invoice,Yes,Complete,VITAL MECHANICAL SERVICE,251.78,USD,2026-01-28 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2472,2026-02-27 00:00:00,Dorse House Account,305227,4042,1.510000003e+11
245435,Conversion,Invoice,Invoice,Yes,Complete,PSF MECHANICAL,4070,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3039,2026-03-26 00:00:00,Dorse House Account,183642,3322,1.510000007e+11
245840,Conversion,Invoice,Invoice,Yes,Complete,STEELHEAD MECHANICAL,1720,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2180,2026-03-28 00:00:00,Dorse House Account,Salon,3543,1.510000009e+11
243785,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,3325,USD,2026-01-14 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-02-13 00:00:00,Dorse House Account,R250235,3576,1.510000008e+11
243253-1,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,964.6,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-04 00:00:00,Dorse House Account,25212CNC,3887,1.510000004e+11
244690,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,1012.74,USD,2026-01-28 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-02-27 00:00:00,Dorse House Account,25293051,3442,1.51000001e+11
245517,Conversion,Invoice,Invoice,Yes,Complete,RAINIER METAL WORKS,55.6,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34334,2026-03-20 00:00:00,Dorse House Account,101688-23077,3370,1.510000003e+11
245989,Conversion,Invoice,Invoice,Yes,Complete,DELTA TECHNOLOGY CORPORATION,1200,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4595,2026-03-29 00:00:00,Dorse House Account,3573-2517-630,3607,1.510000012e+11
244369,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,75,USD,2026-01-21 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-02-20 00:00:00,Dorse House Account,R260096,3576,1.51000001e+11
245827,Conversion,Credit Memo,Credit Memo,No,Incomplete,PACIFIC ONE CONSTRUCTION INC,-1400,USD,2026-02-21 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,34311,NaT,Dorse House Account,East Park Bremerton,4049,
244906-2,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,207,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,694447,3377,1.510000013e+11
244277,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,750,USD,2026-01-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-16 00:00:00,Dorse House Account,687617,3377,1.510000009e+11
245538,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY MECHANICAL CONTRACTORS INC,525.4,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3158,2026-03-26 00:00:00,Dorse House Account,1059603-09241,3336,1.510000004e+11
244349,Conversion,Invoice,Invoice,Yes,Complete,STEELE MECHANICAL,4000,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34315,2026-04-25 00:00:00,Dorse House Account,KOZ Wetmore,3387,1.510000013e+11
245557,Conversion,Invoice,Invoice,Yes,Complete,LYNDEN SHEET METAL INC,46,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3454,2026-03-20 00:00:00,Dorse House Account,w044276,3317,1.510000012e+11
245480,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,426.79,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-03-20 00:00:00,Dorse House Account,2201-2720,3557,1.510000013e+11
245561-1,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,132.66,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-20 00:00:00,Dorse House Account,693341,3377,1.510000011e+11
245918,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,450.01,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-26 00:00:00,Dorse House Account,695388,3377,1.510000005e+11
245847,Conversion,Invoice,Invoice,Yes,Complete,CFM HEATING & COOLING INC,32,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3929,2026-03-27 00:00:00,Dorse House Account,Cherry Street,4121,1.510000002e+11
244810,Conversion,Invoice,Invoice,Yes,Complete,T & M OF WA INC,8850,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4287,2026-03-15 00:00:00,Dorse House Account,Roche fruit,3470,1.510000002e+11
245070,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,271.17,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-12 00:00:00,Dorse House Account,26035144,3442,1.510000002e+11
244329-1,Conversion,Invoice,Invoice,Yes,Complete,NORDIC TEMPERATURE CONTROL,1785,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4988,2026-03-04 00:00:00,Dorse House Account,252349,4316,1.510000007e+11
244380,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,73,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-21 00:00:00,Dorse House Account,687709,3377,1.510000009e+11
244748,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,4790,USD,2026-01-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-01 00:00:00,Dorse House Account,690046,3377,1.510000003e+11
244314,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,349,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-26 00:00:00,Dorse House Account,693325,3377,1.510000003e+11
243887,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,60,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-08 00:00:00,Dorse House Account,PO036948-1,4269,1.510000016e+11
245943,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN HEATING,118,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3496,2026-03-27 00:00:00,Dorse House Account,Konala Gonzaga,3391,1.510000014e+11
246094,Conversion,Invoice,Invoice,Yes,Complete,CFM HEATING & COOLING INC,145.44,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3929,2026-03-29 00:00:00,Dorse House Account,Death & Co,4121,1.510000006e+11
245412,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,395.96,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-20 00:00:00,Dorse House Account,692829,3377,1.510000015e+11
245271,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,1237,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-14 00:00:00,Dorse House Account,32464,4289,1.51000001e+11
245430,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,490,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-29 00:00:00,Dorse House Account,PO038602-1 21-25-27284,4269,1.510000007e+11
244852-3,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,5180,USD,2026-02-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-25 00:00:00,Dorse House Account,BF928563,4103,1.510000005e+11
243531,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,2429,USD,2026-01-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-12 00:00:00,Dorse House Account,PO036599-2,4269,1.510000008e+11
242119-2,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,4699,USD,2025-12-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-01-28 00:00:00,Dorse House Account,23492-214075,4018,1.510000016e+11
245846,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,220,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-26 00:00:00,Dorse House Account,32871,4289,1.510000017e+11
243447-1,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,40000,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-13 00:00:00,Dorse House Account,BF928540,4103,1.510000015e+11
237555,Conversion,Credit Memo,Credit Memo,No,Incomplete,KOLLMAR INC,-740,USD,2025-08-07 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,3546,NaT,Dorse House Account,ATH-2626-2A,3549,
244755,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,1630,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-28 00:00:00,Dorse House Account,689813,3377,1.51e+11
245363,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,1218.8,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-20 00:00:00,Dorse House Account,PO038825,4269,1.510000007e+11
245498-1,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,23.22,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-29 00:00:00,Dorse House Account,54391-9897,4010,1.510000005e+11
245665,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,508.14,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-26 00:00:00,Dorse House Account,1023244-81123,3528,1.510000017e+11
245463,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,157,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-03-15 00:00:00,Dorse House Account,23517-216647,4018,1.510000016e+11
245138,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN HEATING,161,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3496,2026-03-13 00:00:00,Dorse House Account,Sicilia Warehouse,3391,1.510000014e+11
244696,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,400,USD,2026-01-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-02-26 00:00:00,Dorse House Account,10000451-J1588,3528,1.510000014e+11
243240-4,Conversion,Invoice,Invoice,Yes,Complete,NARROWS HEATING & AIR COND,34670,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3607,2026-03-08 00:00:00,Dorse House Account,C25-5629,4126,1.51000001e+11
244383,Conversion,Invoice,Invoice,Yes,Complete,ACCO ENGINEERED SYSTEMS (401856),59.79,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5060,2026-02-22 00:00:00,Dorse House Account,238651,3666,1.510000006e+11
244904,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,325,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-04 00:00:00,Dorse House Account,55879  43987,3125,1.510000006e+11
244681,Conversion,Invoice,Invoice,Yes,Complete,COOLSYS LIGHT COMMERCIAL SOLUTIONS,460,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3736,2026-03-18 00:00:00,Dorse House Account,UT8234617,3742,1.510000006e+11
243630-1,Conversion,Invoice,Invoice,Yes,Complete,COWDREY MECHANICAL SYSTEMS LLC,280,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4912,2026-02-08 00:00:00,Dorse House Account,LM-129- CVSMercer,3309,1.510000001e+11
243795-1,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,91.42,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-02-08 00:00:00,Dorse House Account,2515-2720,3557,1.510000013e+11
244887,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,28,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-06 00:00:00,Dorse House Account,54336-9914,4010,1.510000009e+11
245436,Conversion,Invoice,Invoice,Yes,Complete,EMERALD AIRE INC,1099,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3175,2026-03-15 00:00:00,Dorse House Account,223-0306-0603,4293,1.51000001e+11
245915,Conversion,Invoice,Invoice,Yes,Complete,JH KELLY LLC,1295.55,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3951,2026-03-27 00:00:00,Dorse House Account,25105.0007,3686,1.51000001e+11
243855,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,70,USD,2026-01-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-02-16 00:00:00,Dorse House Account,1021793-55264,3528,1.510000017e+11
243834,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,2015,USD,2026-01-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-19 00:00:00,Dorse House Account,PO036948-1,4269,1.510000002e+11
244594,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,300,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-06 00:00:00,Dorse House Account,690986,3377,1.510000015e+11
244145,Conversion,Invoice,Invoice,Yes,Complete,DIAMOND CONSTRUCTION SERVICES LLC,290.18,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3208,2026-02-15 00:00:00,Dorse House Account,Puyullup 1 Unit Heaters,3501,1.510000012e+11
245973,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,438.16,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-27 00:00:00,Dorse House Account,PO039513,4269,1.510000011e+11
243642-2,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,23.84,USD,2026-01-07 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-06 00:00:00,Dorse House Account,2648,4006,1.510000001e+11
244823,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,1765,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-03-18 00:00:00,Dorse House Account,R260198,3576,1.51000001e+11
245180,Conversion,Invoice,Invoice,Yes,Complete,AMS,179.07,USD,2026-02-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-21 00:00:00,Dorse House Account,Village at 47th MH,3112,1.510000005e+11
242688-1,Conversion,Invoice,Invoice,Yes,Complete,COWDREY MECHANICAL SYSTEMS LLC,540,USD,2025-12-15 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4912,2026-01-14 00:00:00,Dorse House Account,LM-TSRedmond124,3309,1.510000005e+11
243191-1,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,8580,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-22 00:00:00,Dorse House Account,25350183,3442,1.510000008e+11
245374,Conversion,Invoice,Invoice,Yes,Complete,RSD REFRIGERATION SUPPLIES DISTRIBUTOR,750,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3948,2026-03-14 00:00:00,Dorse House Account,1448199-00,4184,1.510000009e+11
240826-1,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,2096.68,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-13 00:00:00,Dorse House Account,25103CNC,3887,1.510000017e+11
242288,Conversion,Invoice,Invoice,Yes,Complete,HOLMBERG COMPANY,2670,USD,2026-02-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3333,2026-03-25 00:00:00,Dorse House Account,3075-80-237000-7,3828,1.510000016e+11
246137,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,907.88,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-29 00:00:00,Dorse House Account,PO003743,4269,1.510000001e+11
245639,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,313.76,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,693687,3377,1.510000015e+11
245183,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,40,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-08 00:00:00,Dorse House Account,2603083287,3442,1.510000016e+11
244712-1,Conversion,Invoice,Invoice,Yes,Complete,PHOENIX MECHANICAL INC,1100,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3908,2026-03-06 00:00:00,Dorse House Account,1164-305,3625,1.51e+11
245526,Conversion,Invoice,Invoice,Yes,Complete,SHINN MECHANICAL INC,2247.7,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2658,2026-03-29 00:00:00,Dorse House Account,118592,3489,1.510000008e+11
242339-1,Conversion,Invoice,Invoice,Yes,Complete,AMS,115,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-26 00:00:00,Dorse House Account,022-015,3112,1.510000015e+11
242962-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,15320,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-14 00:00:00,Dorse House Account,31671,4289,1.510000017e+11
244999-1,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,72,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-07 00:00:00,Dorse House Account,26035058,3442,1.510000014e+11
243781,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,35,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-08 00:00:00,Dorse House Account,2909,4006,1.510000007e+11
242513-1,Conversion,Invoice,Invoice,Yes,Complete,AMS,530.78,USD,2025-12-31 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-01-30 00:00:00,Dorse House Account,Polaris,3112,1.510000007e+11
245438-2,Conversion,Invoice,Invoice,Yes,Complete,HARRIS PACIFIC NORTHWEST LLC,3350,USD,2026-02-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4856,2026-03-25 00:00:00,Dorse House Account,KPO00030195,3248,1.510000007e+11
237973-2,Conversion,Invoice,Invoice,Yes,Complete,ZIP MECHANICAL,4968,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2750,2026-03-22 00:00:00,Dorse House Account,Riverside Station,3792,1.510000009e+11
245300,Conversion,Invoice,Invoice,Yes,Complete,ZIP MECHANICAL,74.1,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2750,2026-03-14 00:00:00,Dorse House Account,EAGS,3792,1.510000009e+11
244201,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,465.12,USD,2026-01-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-02-18 00:00:00,Dorse House Account,2333-2720,3557,1.510000009e+11
244947,Conversion,Invoice,Invoice,Yes,Complete,AIR SYSTEMS ENGINEERING INC,470.04,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2696,2026-03-06 00:00:00,Dorse House Account,SHOPK333,3987,1.510000003e+11
241809,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,12558.3,USD,2025-11-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2025-12-26 00:00:00,Dorse House Account,M3011/W-00009,3049,1.510000009e+11
242639,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,355,USD,2026-01-08 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-02-07 00:00:00,Dorse House Account,31612,4289,1.510000006e+11
245360,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,319.51,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-20 00:00:00,Dorse House Account,692506,3377,1.510000015e+11
243546,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,352.54,USD,2025-12-31 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-01-30 00:00:00,Dorse House Account,684420,3377,1.510000012e+11
245738,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,114,USD,2026-02-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-21 00:00:00,Dorse House Account,3276,4006,1.510000008e+11
